Word,Count
general.impl.SnapshotImpl#getEReference1,1
general.impl.ConnectionImpl#getModified,1
general.ContentObject#getRelease(),1
general.Event#getUser(),1
#setEmail(String),1
general.File#getOfType(),1
wizard);,1
general.Snapshot#getComment(),1
at,1
GeneralDocumentationFilePropertyImpl,1
Xviewer,1
e),1
general.impl.ContainerImpl#getAddInfo3,1
\item3.setText("\Third\,1
general.impl.ConnectionImpl#getPassword,1
dao.GenericDao#getPersistentClass(),1
general.GeneralPackage#getEvent_EventId(),1
general.GeneralPackage#getContainer_ContainerId(),1
xViewer.setContentProvider(new,1
\SWT.V_SCROLL,\,1
general.User#isDeleted(),1
dao.DaoPackage#getFolderDao(),1
Manning,1
mouseUp(MouseEvent,1
\name="\empty"\\,1
recreated,1
general.GeneralPackage#getContentObject_Level(),1
general.impl.UserImpl#getEvent,1
#setSynergySession(String),1
\columnGroup.setText("\Column\,1
general.DataSource#getSetting(),1
==,1
general.FileEnding#getFileEndingId(),1
then,1
#setMksStatus(boolean),1
general.impl.TaskImpl#getOwner,1
save,1
general.SystemComponentLevelDocumentation#getName(),1
general.GeneralPackage#getDataSource_Modified(),1
general.Snapshot#isDeleted(),1
dao.DaoPackage#getConnectionDao(),1
Listener,1
#SYNERGY,1
\name="\stages"\\,1
general.Function#getName(),1
POJO,1
added,1
general.GeneralPackage#getUser_Deleted(),1
hibernate.cfg.xml,1
#setProject(String),1
general.impl.ContentObjectImpl#getModfiedDate,1
\instanceClass="\general.User"\\,1
general.GeneralPackage#getContentObject_ObjectId(),1
container.getOwner().setUserId(SessionSourceProvider.USER);,1
general.impl.FunctionImpl#getCreated,1
general.Event#getEventId(),1
wether,1
MultiStatus,1
FunctionImpl,1
\opposite="\user"\\,1
general.Folder#getChildren(),1
general.Snapshot#getSystemComponent(),1
folder,1
xviewer,1
general.Function},1
general.GeneralPackage#getFolder_RootDirectory(),1
\name="\i"\\,1
general.impl.SystemComponentLevelDocumentationFilePropertyImpl#getType,1
general.impl.ContainerImpl#getModified,1
general.GeneralPackage#getFileProperty_Required(),1
general.impl.EventImpl#getEventId,1
HandlerUtil.getActiveWorkbenchWindow(event).getActivePage().resetPerspective();,1
\opposite="\source"\\,1
<em>List</em>}',1
general.Task#isFinished(),1
hence,1
general.Connection#getEReference0(),1
general.impl.FunctionImpl#isDeleted,1
#ERROR_VALUE,1
setPageComplete,1
presentation,1
#setModfiedDate(Date),1
activitySupport,1
event),1
\<code>"\null"\</code>\,1
JFace,1
FileTypeImpl,1
general.GeneralPackage#getSnapshot_SystemComponent(),1
just,1
value='@GenericGenerator(name,1
aspects,1
general.impl.ContainerImpl#getOwner,1
wrap,1
show,1
\turn,\,1
general.GeneralPackage#getGenericFunctionSRSFileProperty_Type(),1
workbench,1
general.impl.DataSourceImpl#getSetting,1
#setRating(QualityCriteria),1
\"\org.hibernate.cache.SingletonEhCacheProvider"\);\,1
SWT.H_SCROLL);,1
<b>teneo.jpa</b>,1
Folder,1
column,1
Snapshot,1
HibernateUtilImpl,1
us,1
GeneralDocumentationType,1
DaoSwitch,1
general.impl.ConnectionImpl#getRelease,1
#setAddInfo4(String),1
\item1.setText(2,"\42"\);\,1
summaryColumn,1
saveState(IMemento,1
general.GeneralPackage#getGeneralDocumentationType_Name(),1
general.DataSource#getCreated(),1
general.impl.EventImpl#getUser,1
\text_1.addListener(SWT.Modify,\,1
\value='@Enumerated(ORDINAL)'"\\,1
\opposite="\event"\\,1
session-factory,1
example),1
\Criteria</b></em>',\,1
dao.DaoPackage#eNS_URI,1
futher,1
grid.setHeaderVisible(true);,1
general.impl.FileTypeImpl#getDescription,1
general.GeneralPackage#getFileType_FileTypeId(),1
dao.DaoPackage#getHibernateUtil(),1
general.impl.ContentObjectImpl#getVersion,1
general.Connection#getPassword(),1
sets,1
general.impl.DataSourceImpl#getDataSourceId,1
#WARNING_VALUE,1
general.Container#getAddInfo2(),1
\"\More\,1
Old,1
general.GeneralPackage#getSessionSatus_SynergySession(),1
try,1
general.impl.FilePropertyImpl#getConfigurationManagement,1
general.GeneralPackage#getContainer_Owner(),1
general.SystemComponentLevelDocumentationFileProperty#getType(),1
general.GeneralPackage#getFileType(),1
#getGenericFunctionSRSType(),1
general.Container#getContainerId(),1
#MKS,1
general.impl.SessionSatusImpl#getSynergySession,1
ContentObject,1
Configuration().configure().buildSessionFactory();,1
general.impl.FileEndingImpl#getOfType,1
general.GeneralPackage#getEvent_Type(),1
general.impl.FileTypeImpl#getTool,1
general.impl.FilePropertyImpl#getUpToDate,1
\dataType="\dao.Session"\\,1
UserDao,1
he,1
general.GeneralPackage#getFileProperty_Rating(),1
prevents,1
\instanceClass="\org.eclipse.swt.graphics.Image"\\,1
#EMPTY,1
allocate,1
general.impl.ContentObjectImpl#getLevel,1
\default="\true"\\,1
enabledActivities,1
\dataType="\general.Image"\\,1
FileProperty,1
general.GeneralPackage#getFileType_Description(),1
SystemComponentLevelDocumentationFilePropertyImpl,1
general.Task#getCreated(),1
Configure,1
dialect,1
general.GeneralPackage#getFile_HasProperty(),1
GenericFunctionSRSType,1
general.impl.FilePropertyImpl#getReviewed,1
general.GeneralPackage#getGenericFunctionSRSFileProperty(),1
general.impl.SnapshotImpl#getEReference0,1
\opposite="\of"\\,1
IViewSite,1
handleEvent(Event,1
#getGeneralDocumentationType(),1
Passing,1
general.GeneralPackage#getFunction_OverallStatus(),1
general.FileProperty#isRequired(),1
<em>Query</em>}',1
general.GeneralPackage#getDataSource_Name(),1
general.SystemComponentLevelDocumentation},1
#ERROR,1
subclassing,1
#setEReference0(Snapshot),1
Hibernate,1
general.impl.FileEndingImpl#getName,1
general.impl.SnapshotImpl#getCreated,1
same,1
super.buttonPressed(buttonId);,1
#setConfigurationManagement(QualityCriteria),1
general.GeneralPackage#getSnapshot_Stores(),1
general.GenericFunctionSRSFileProperty},1
\instanceClass="\org.hibernate.Query"\\,1
\name="\Warning"\\,1
general.GeneralPackage#getTask_Owner(),1
general.Event#getDate(),1
wizard.connection.setUsername(text.getText());,1
Criteria</em>',1
IActivityManager,1
general.GeneralPackage#getUser(),1
general.GeneralPackage#getDataSource_AddInfo1(),1
\setErrorMessage("\There\,1
#setObjectName(String),1
general.impl.SnapshotImpl#getName,1
life,1
\MultiStatus(dummyPlugin,\,1
general.Event},1
Each,1
general.GeneralPackage#getFunction_Name(),1
general.GeneralPackage#getConnection_Project(),1
general.Snapshot#getSnapshotId(),1
general.impl.ConnectionImpl#getEReference0,1
general.File#getStatus(),1
combo.addMouseListener(new,1
#setUser(User),1
String,1
\dataType="\dao.SessionFactory"\\,1
dao.impl.GenericDaoImpl#getSession,1
QualityCriteria,1
general.FileType#getName(),1
\"\transactional|read-write|nonstrict-read-write|read-only"\);\,1
#getGenericFunctionSRSFileProperty(),1
#setContainerId(String),1
general.GeneralPackage#getFunction_Deleted(),1
general.Connection#getAddInfo2(),1
this.memento,1
EPackages,1
general.GeneralPackage#getDataSource_DataSourceId(),1
general.Snapshot#getEReference2(),1
tempUser.setLastUsed(new,1
general.GeneralPackage#getConnection_AddInfo1(),1
else,1
general.GeneralPackage#getConnection_ConnectionType(),1
general.impl.ConnectionImpl#getDatabase,1
general.impl.FileImpl#getHasProperty,1
general.FileType#getTool(),1
general.impl.EventImpl#getMessage,1
general.Container#getAddInfo1(),1
\column.setText("\Column\,1
general.Container#getOwner(),1
called,1
viewer.setInput(,1
general.impl.FilePropertyImpl#getComment,1
Data,1
general.Function#getResponsibleFiles(),1
FolderDao,1
something,1
general.GeneralPackage#getFile_OfType(),1
summaryColumn.setWidth(93);,1
Open,1
FileContentProvider());,1
viewer.setSelection(selection);,1
general.GeneralPackage#getFileProperty_UpToDate(),1
general.User#getUserId(),1
general.GeneralPackage#getEvent_UserRelevant(),1
#X,1
item1,1
general.GeneralPackage#getFileProperty(),1
general.GeneralPackage#getGeneralDocumentationFileProperty(),1
column3.setWidth(60);,1
#I_VALUE,1
org.eclipse.ui.plugin.AbstractUIPlugin#start(org.osgi.framework.BundleContext),1
general.GenericFunctionSRSFileProperty#getType(),1
\"\Several\,1
ContainerMockModel(),1
general.GeneralDocumentationType},1
#setPersistentClass(Class),1
GenericFunctionSRSFileProperty,1
\opposite="\uses"\\,1
\name="\Error"\\,1
general.impl.FunctionImpl#getOverallStatus,1
general.GeneralPackage#getSnapshot_Name(),1
general.impl.DataSourceImpl#getAddInfo1,1
Example,1
EventImpl,1
using,1
provider,1
Event,1
#setDbStatus(boolean),1
general.impl.ConnectionImpl#getAddInfo4,1
general.GeneralPackage#getContentObject_Name(),1
\opposite="\setting"\\,1
\GridColumn(grid,SWT.NONE);\,1
\List,\,1
as-is,1
general.GeneralPackage#getUser_UserId(),1
\opposite="\stores"\\,1
Date());,1
FileTypes,1
EventDao,1
general.GeneralPackage#getContentObject_ModfiedDate(),1
xViewer,1
general.impl.ContainerImpl#getAddInfo1,1
general.GeneralPackage#getUser_TimesUsed(),1
general.Snapshot#getCreated(),1
#setTaskId(String),1
general.GeneralPackage#getFileType_Tool(),1
general.impl.FolderImpl#getChildren,1
general.GeneralPackage#getTask_TaskId(),1
general.impl.FileImpl#getStatus,1
\item2.setText("\Second\,1
general.Connection#getCreated(),1
general.User#getPassword(),1
#NULL_VALUE,1
UserImpl,1
UserDaoImpl,1
\"\com.amenity.rcp.ui.views.ContainerView"\;\,1
finish,1
general.Connection#getDatabase(),1
\item2.setText(3,"\155"\);\,1
\name="\x"\\,1
\instanceClass="\org.hibernate.Session"\\,1
general.GenericFunctionSRSType},1
grid,1
GenericDao,1
aren't,1
dao.DaoPackage#getUserDao(),1
general.impl.GeneralDocumentationTypeImpl#getName,1
general.impl.FileTypeImpl#getIcon,1
general.Connection#getUsername(),1
GeneralQueries,1
general.impl.ContainerImpl#getCreated,1
develop,1
GeneralQueriesImpl,1
Do,1
general.Connection#getConnectionId(),1
general.Task#getTaskId(),1
general.GeneralPackage#getContainer_Name(),1
general.GeneralPackage#getFileProperty_Reviewed(),1
general.GeneralPackage#getConnectionType(),1
general.DataSource#getAddInfo1(),1
general.GeneralPackage#getContainer_OwnerId(),1
general.FileType#getUses(),1
general.impl.SnapshotImpl#getSnapshotId,1
general.Container#getModified(),1
general.GeneralPackage#getUser_Username(),1
UserListImpl,1
yes,1
#setSession(Session),1
available,1
\hibernateProperties.setProperty(Environment.CACHE_PROVIDER,\,1
(Plain,1
activitySupport.getActivityManager();,1
general.Container#getCreated(),1
general.impl.SnapshotImpl#getEReference2,1
general.GeneralPackage#getConnection_Database(),1
#MKS_VALUE,1
general.GeneralPackage#getEvent_Date(),1
general.impl.FileTypeImpl#getName,1
statuses[1],1
GeneralFactoryImpl,1
\site,\,1
general.impl.ConnectionImpl#getCreated,1
general.GeneralPackage#getUser_Password(),1
general.impl.TaskImpl#isFinished,1
general.GeneralPackage#getSnapshot_EReference2(),1
general.GeneralPackage#getConnection_LastUsed(),1
#DOORS,1
general.impl.GenericFunctionSRSFilePropertyImpl#getType,1
Grid,1
\opposite="\ofType"\\,1
(HibernateException,1
general.FileProperty#getConfigurationManagement(),1
general.GeneralPackage#getSnapshot_Functions(),1
general.User#getTimesUsed(),1
FilePropertyImpl,1
\opposite="\partOf"\\,1
#setType(EventType),1
general.impl.ConnectionImpl#getUsername,1
general.GeneralPackage#getEventType(),1
general.ContentObject#getVersion(),1
'<em>Quality,1
c.setName(text.getText());,1
columnGroup,1
general.Snapshot#getEReference0(),1
Cancel,1
general.GeneralPackage#getFunction(),1
general.GeneralPackage#eNS_URI,1
Icons,1
\SWT.Selection,\,1
general.impl.DataSourceImpl#getModified,1
dao.impl.HibernateUtilImpl#getSessionFactory,1
Synergy,1
general.DataSource#getAddInfo2(),1
general.Snapshot#getName(),1
ContainerImpl,1
general.Connection#getAddInfo1(),1
general.GeneralPackage#getTask_Finished(),1
http://blog.eclipse-tips.com/2009/08/remember-state.html,1
#getHibernateUtil(),1
\Status(IStatus.INFO,\,1
#setOf(File),1
\occurred."\,\,1
general.impl.SnapshotImpl#getComment,1
#setRootDir(Folder),1
general.GeneralPackage#getSnapshot_Created(),1
#setRootDirectory(Folder),1
general.GeneralPackage#getConnection_AddInfo4(),1
general.impl.FileTypeImpl#getFileTypeId,1
activityManager,1
#SHAREPOINT,1
general.GeneralPackage#getUser_LastUsed(),1
containers,1
dao.DaoPackage#getHibernateUtil_SessionFactory(),1
#SYNERGY_VALUE,1
general.GeneralPackage#getSnapshot(),1
Build,1
(),1
HandlerUtil,1
#setEReference0(SystemComponentLevelDocumentationFileProperty),1
ConnectionType,1
general.impl.DataSourceImpl#getCreated,1
general.impl.ConnectionImpl#getProject,1
general.impl.SnapshotImpl#getStores,1
#NULL,1
#setEReference1(Function),1
#setSystemComponent(SystemComponentLevelDocumentationFileProperty),1
general.GeneralPackage#getFileEnding_OfType(),1
ConnectionDaoImpl,1
general.GeneralPackage#getConnection_Source(),1
timeout,1
GenericDaoImpl,1
input,1
dao.DaoPackage#getFileDao(),1
external,1
SWT.V_SCROLL,1
#setCreationDate(Date),1
column2,1
general.DataSource#getAddInfo3(),1
general.impl.DataSourceImpl#getAddInfo3,1
dao.DaoFactory,1
general.GeneralPackage#getQualityCriteria(),1
SWT.NONE);,1
execution,1
org.osgi.framework.BundleActivator#stop(org.osgi.framework.BundleContext),1
action,1
general.Container#getOwnerId(),1
#setUpToDate(QualityCriteria),1
general.GeneralPackage#getFile_CreationDate(),1
general.impl.SessionSatusImpl#isMksStatus,1
general.GeneralPackage#getGeneralDocumentationFileProperty_Type(),1
DaoPackage#eINSTANCE},1
dao.impl.GenericDaoImpl#getPersistentClass,1
general.impl.GenericFunctionSRSTypeImpl#getName,1
general.GeneralPackage#getConnection(),1
\super.init(site,\,1
general.DataSource#getDataSourceId(),1
general.impl.SessionSatusImpl#isDbStatus,1
dao.HibernateUtil#getSessionFactory(),1
\column2.setText("\Column\,1
general.GeneralPackage#getConnection_PartOf(),1
general.GeneralPackage#getFunction_ResponsibleFiles(),1
general.impl.ContainerImpl#getName,1
Checkes,1
\creating,\,1
text.setText(combo.getItem(combo.getSelectionIndex()).toString(),1
\summaryColumn.setText("\Sum"\);\,1
restoreSelection(),1
general.FileEnding#getName(),1
GeneralDocumentationTypeImpl,1
general.GeneralPackage#getConnection_AddInfo2(),1
\parent,\,1
general.DataSource#getName(),1
general.impl.UserImpl#getTimesUsed,1
\literal="\0"\\,1
org.eclipse.ui.plugin.AbstractUIPlugin#stop(org.osgi.framework.BundleContext),1
important,1
general.impl.ConnectionImpl#getAddInfo3,1
\default="\null"\\,1
general.GeneralPackage#getDataSource_Setting(),1
xViewer.setLabelProvider(new,1
dao.DaoPackage#getContainerDao(),1
general.impl.EventImpl#getType,1
options,1
hbm.xml,1
column3,1
\item1.setText("\First\,1
general.impl.ConnectionImpl#getSource,1
general.Connection#getProject(),1
general.GeneralPackage#getDataSource_Created(),1
general.Task#getOwner(),1
general.GeneralPackage#getSystemComponentLevelDocumentation_Name(),1
END,1
general.GeneralPackage#getContentObject_Version(),1
saveDataToModel(),1
general.GeneralPackage#getContentObject(),1
Side,1
general.Event#getMessage(),1
relative,1
init,1
general.GeneralPackage#getConnection_AddInfo3(),1
general.Function#getCreated(),1
fillActionBars,1
cycle,1
general.impl.TaskImpl#getTaskId,1
#setEReference2(GeneralDocumentationFileProperty),1
#setLevel(int),1
#STAGES_VALUE,1
shit,1
general.impl.GeneralDocumentationFilePropertyImpl#getType,1
multiStatus,1
general.impl.ContainerImpl#getOwnerId,1
\item2.setText(2,"\92"\);\,1
DaoAdapterFactory,1
general.SessionSatus#getSynergySession(),1
general.Connection#isDeleted(),1
#EMPTY_VALUE,1
#setTimesUsed(int),1
SQL,1
activitySupport.setEnabledActivityIds(enabledActivities);,1
general.impl.FilePropertyImpl#isRequired,1
Option,1
Integration,1
SystemComponentLevelDocumentationFileProperty,1
DaoFactoryImpl,1
GRID,1
EventDaoImpl,1
general.Task#getDescription(),1
#setVersion(String),1
usage,1
cannot,1
general.FileProperty#getComment(),1
general.GeneralPackage#getDataSource_AddInfo2(),1
I,1
general.Container#isDeleted(),1
\item3.setText(2,"\3"\);\,1
general.GeneralPackage#getUser_Event(),1
SWT,1
\hibernateProperties.setProperty(Environment.CACHE_PROVIDER_CONFIG,\,1
\\"\uuid2\"\)'"\\,1
\Grid(parent,SWT.BORDER\,1
Exit,1
general.File},1
components,1
below,1
Test,1
#setHeldBy(Snapshot),1
Generic,1
SnapshotImpl,1
general.GeneralPackage#getContainer_Modified(),1
general.Snapshot#getEReference1(),1
general.impl.FileImpl#getRootDir,1
general.ContentObject},1
\System.out.println("\----\,1
#setReviewed(QualityCriteria),1
general.Connection#getAddInfo4(),1
ContainerWizard,1
event.detail,1
GeneralSwitch,1
Set<String>,1
Nebula,1
GeneralPackageImpl,1
display,1
(activityManager.getActivity(id).isDefined()),1
nebula's,1
dao.DaoPackage#getEventDao(),1
IWorkbenchActivitySupport,1
general.impl.SnapshotImpl#getPartOf,1
column2.setSummary(false);,1
general.GeneralPackage#getConnection_Deleted(),1
conversion,1
request,1
dialog.open();,1
ensures,1
FileDaoImpl,1
#getUserList(),1
general.FileType#getIcon(),1
Experimenting,1
general.GeneralPackage#getContentObject_PartOf(),1
general.GeneralPackage#getSystemComponentLevelDocumentationFileProperty(),1
general.Function#getOverallStatus(),1
general.impl.DataSourceImpl#getAddInfo2,1
Object,1
4,1
#setUserRelevant(boolean),1
general.GeneralPackage#getSnapshot_Deleted(),1
general.FileProperty#getRating(),1
general.impl.FunctionImpl#getModified,1
general.FileProperty#getFilePropertyId(),1
general.GeneralDocumentationType#getName(),1
general.GeneralPackage#getGenericFunctionSRSType(),1
general.GeneralPackage#getFunction_FunctionId(),1
Save,1
\\"\system-uuid\"\,\,1
general.impl.FileImpl#getCreationDate,1
#setStatus(String),1
\name="\mks"\\,1
restoreSelection();,1
general.GeneralPackage#getConnection_Password(),1
general.Function#getHeldBy(),1
general.GeneralPackage#getConnection_Created(),1
general.impl.UserImpl#isDeleted,1
#setOwnerId(String),1
errors,1
general.GeneralPackage#getFolder(),1
\opposite="\children"\\,1
teneo.jpa,1
\memento.getChild("\StoredSelection"\);\,1
general.GeneralPackage#getFile_Status(),1
\dummyPlugin,\,1
general.GeneralPackage#getFileType_Name(),1
general.User#getEmail(),1
general.GeneralPackage#getDataSource(),1
#setGeneral(GeneralDocumentationFileProperty),1
\name="\Information"\\,1
done,1
viewer,1
#INFORMATION_VALUE,1
general.impl.ContainerImpl#isDeleted,1
#getSystemComponentLevelDocumentation(),1
tempUser.setTimesUsed(1);,1
SWT.H_SCROLL,1
general.GeneralPackage#getUserList(),1
#DOORS_VALUE,1
SystemComponentLevelDocumentation,1
FILL_PROXY,1
throws,1
application's,1
general.GeneralPackage#getContainer_AddInfo1(),1
Composite,1
general.GeneralPackage#getSnapshot_EReference0(),1
general.GeneralPackage#getFileType_Icon(),1
\"\thread"\);\,1
#setDatabase(String),1
entry,1
general.FileType#getDescription(),1
ProjectWizard,1
general.GeneralPackage#getSnapshot_SnapshotId(),1
FileDao,1
PartInitException,1
general.File#getRootDir(),1
ConnectionImpl,1
say,1
general.GeneralPackage#getEvent_User(),1
FileEndingImpl,1
memento);,1
general.Connection#getSource(),1
column.setWidth(100);,1
dao.DaoPackage#getGenericDao_PersistentClass(),1
These,1
GridColumnGroup,1
dao.GenericDao#getSession(),1
org.eclipse.equinox.app.IApplication#stop(),1
general.impl.DataSourceImpl#getName,1
\parent.getShell(),\,1
dao.DaoPackage#getGenericDao(),1
disposing,1
#setSnapshotId(String),1
SWT.CHECK,1
general.GeneralPackage#getSystemComponentLevelDocumentationFileProperty_Type(),1
general.DataSource#getModified(),1
populated,1
general.User#getEvent(),1
general.GeneralPackage#getConnection_Modified(),1
callback,1
general.impl.ConnectionImpl#getPartOf,1
general.Function#isDeleted(),1
\session"\);\,1
general.SessionSatus#isMksStatus(),1
saveDataToModel();,1
#I,1
general.GeneralPackage#getFileProperty_ConfigurationManagement(),1
general.User#getLastUsed(),1
general.GeneralPackage#getFile_ObjectName(),1
GeneralFactory,1
general.Snapshot#getPartOf(),1
interfaces,1
\item2.setText(1,"\63"\);\,1
modifyable,1
item2,1
general.UserList#getUsers(),1
general.impl.EventImpl#getDate,1
general.Connection#getPartOf(),1
FileMockModel());,1
general.GeneralPackage#getFileType_Uses(),1
xViewer.getTree().setLayoutData(new,1
defined,1
\name="\sharepoint"\\,1
general.GeneralPackage#getSessionSatus_MksStatus(),1
general.impl.TaskImpl#getDescription,1
check,1
general.GeneralPackage#getDataSource_AddInfo3(),1
GenericFunctionSRSTypeImpl,1
general.File#getHasProperty(),1
general.Snapshot#getFunctions(),1
Disable,1
viewer's,1
#getSystemComponentLevelDocumentationFileProperty(),1
XFolderLabelProvider(xViewer));,1
database,1
MinimizeToggle,1
advisor,1
SESSION_FACTORY_EDEFAULT,1
general.impl.SnapshotImpl#getGeneral,1
SESSION_EDEFAULT;,1
(like,1
GenericFunctionSRSFilePropertyImpl,1
\view,\,1
general.SessionSatus#isDbStatus(),1
general.GenericFunctionSRSType#getName(),1
\GridColumnGroup(grid,SWT.TOGGLE);\,1
these,1
general.GeneralFactory,1
general.impl.ContentObjectImpl#getObjectId,1
general.impl.FileTypeImpl#getUses,1
general.impl.FilePropertyImpl#getOf,1
general.GeneralPackage#getFileEnding(),1
HibernateUtil,1
may,1
GeneralDocumentationFileProperty,1
Date().toString());,1
general.GeneralPackage#getConnection_Username(),1
configurer.setShowPerspectiveBar(true);,1
general.ContentObject#getLevel(),1
general.GeneralPackage#getFile_RootDir(),1
ContainerDaoImpl,1
general.GeneralPackage#getGenericFunctionSRSType_Name(),1
general.Event#getType(),1
general.impl.FileImpl#getOfType,1
session;,1
general.impl.ContainerImpl#getAddInfo2,1
general.impl.FunctionImpl#getFunctionId,1
this);,1
general.impl.UserImpl#getUserId,1
#setEventId(String),1
\instanceClass="\java.util.Date"\\,1
general.Container#getName(),1
#setPartOf(Snapshot),1
\item3.setText(1,"\7"\);\,1
general.impl.FileEndingImpl#getFileEndingId,1
general.Snapshot#getGeneral(),1
#setOverallStatus(String),1
viewer.getSelection();,1
general.impl.TaskImpl#getCreated,1
SessionSatus,1
general.GeneralPackage#getSystemComponentLevelDocumentation(),1
#SHAREPOINT_VALUE,1
general.File#getObjectName(),1
general.Connection},1
general.GeneralPackage#getSessionSatus_DbStatus(),1
\name="\doors"\\,1
general.ConnectionType},1
(IStructuredSelection),1
general.impl.FunctionImpl#getHeldBy,1
ContentObjectImpl,1
general.GeneralPackage#getSnapshot_EReference1(),1
general.GeneralPackage#getFolder_Children(),1
general.FileProperty#getReviewed(),1
general.impl.UserImpl#getUsername,1
\.createFromString(DaoPackage.eINSTANCE.getSession(),\,1
general.GeneralPackage#getFileProperty_FilePropertyId(),1
general.Connection#getAddInfo3(),1
corresponding,1
general.impl.FunctionImpl#getName,1
1,1
general.impl.SnapshotImpl#isDeleted,1
general.impl.EventImpl#isUserRelevant,1
general.impl.FunctionImpl#getResponsibleFiles,1
org.osgi.framework.BundleActivator#start(org.osgi.framework.BundleContext),1
HashSet<String>();,1
\adding,\,1
Java,1
general.File#getCreationDate(),1
#setConnectionType(ConnectionType),1
general.GeneralPackage#getContentObject_Release(),1
.getActiveWorkbenchWindow(event).getWorkbench(),1
GeneralAdapterFactory,1
existing,1
IStructuredSelection,1
GeneralPackage#eINSTANCE},1
enabledActivities.add(id);,1
general.Container#getAddInfo3(),1
general.ContentObject#getPartOf(),1
FolderImpl,1
general.impl.UserListImpl#getUsers,1
FileEnding,1
Database,1
EventType,1
general.GeneralPackage#getConnection_Release(),1
general.ContentObject#getName(),1
general.impl.FilePropertyImpl#getFilePropertyId,1
general.FileType#getFileTypeId(),1
ManageContainerLabelProvider());,1
general.Connection#getLastUsed(),1
\column3.setText("\Column\,1
viewer.addListener(,1
general.FileEnding},1
\opposite="\hasProperty"\\,1
general.GeneralPackage#getGeneralDocumentationType(),1
\stuff"\);\,1
column3.setSummary(false);,1
general.Connection#getRelease(),1
general.Folder#getRootDirectory(),1
In,1
general.impl.ContentObjectImpl#getName,1
SWT.None,1
item3,1
general.impl.SnapshotImpl#getSystemComponent,1
UserList,1
#setDate(Date),1
hibernate,1
sensitive,1
multiStatus;,1
\instanceClass="\java.util.List"\\,1
0,1
DaoPackageImpl,1
general.impl.ContainerImpl#getContainerId,1
general.GeneralPackage#getConnection_EReference0(),1
FolderDaoImpl,1
\hibernateProperties.setProperty(Environment.CURRENT_SESSION_CONTEXT_CLASS,\,1
general.ContentObject#getModfiedDate(),1
summaryColumn.setDetail(false);,1
#setRequired(boolean),1
general.impl.ConnectionImpl#getAddInfo2,1
modules,1
summaryColumn.setSummary(true);,1
\errors!?!?"\,\,1
\"\"\);\,1
general.impl.UserImpl#getLastUsed,1
#getGeneralDocumentationFileProperty(),1
#setUsers(EList),1
general.Snapshot#getStores(),1
general.FileProperty},1
general.impl.FileImpl#getObjectName,1
userDao.create(tempUser);,1
\XViewerTestFactory("\"\)\,1
#WARNING,1
\name="\synergy"\\,1
\memento.createChild("\StoredSelection"\);\,1
general.FileProperty#getOf(),1
#setSource(DataSource),1
\name="\na"\\,1
<em>Image</em>}',1
Actions,1
active,1
\makeActions,\,1
general.GeneralPackage#getFunction_Modified(),1
(ProjectWizard)getWizard();,1
general.GeneralPackage#getContainer_Deleted(),1
general.impl.ContentObjectImpl#getPartOf,1
\2"\);\,1
\opposite="\rootDir"\\,1
general.Connection#getConnectionType(),1
#STAGES,1
\pool,\,1
viewer.setLabelProvider(new,1
ConnectionDao,1
general.impl.ContentObjectImpl#getRelease,1
DataSource,1
column2.setWidth(60);,1
general.GeneralPackage#getSnapshot_General(),1
he.printStackTrace();,1
general.GeneralPackage#getUser_Email(),1
general.GeneralPackage#getSnapshot_Comment(),1
general.Function#getModified(),1
#setMessage(String),1
ContainerWizard();,1
general.GeneralPackage#getFunction_Created(),1
MouseAdapter(),1
\3"\);\,1
org.eclipse.equinox.app.IApplication#start(org.eclipse.equinox.app.IApplicationContext),1
control,1
recursive,1
.getActivitySupport();,1
general.impl.SnapshotImpl#getFunctions,1
tables,1
general.User#getUsername(),1
general.GeneralPackage#getContainer_Created(),1
general.impl.UserImpl#getEmail,1
wizard.connection.setPassword(text_1.getText());,1
general.GeneralPackage#getConnection_ConnectionId(),1
xViewer.setInput(new,1
general.GeneralPackage#getSessionSatus(),1
DaoFactory,1
providing,1
(!selection.isEmpty()),1
\item1.setText(1,"\100"\);\,1
ContainerDao,1
general.GeneralPackage#getSnapshot_PartOf(),1
FileType,1
Initializes,1
dao.DaoPackage#getGenericDao_Session(),1
\and,\,1
\1"\);\,1
general.GeneralPackage#getTask_Description(),1
general.GeneralPackage#getFileEnding_Name(),1
#INFORMATION,1
SessionSatusImpl,1
\instanceClass="\org.hibernate.SessionFactory"\\,1
(container.getName().equals(text.getText())),1
\information,\,1
TaskImpl,1
general.EventType},1
DataSourceImpl,1
\dataType="\dao.User"\\,1
general.GeneralPackage#getTask_Created(),1
general.GeneralPackage#getUserList_Users(),1
